language,digits,bases,monomorphemics,curr_bases,number_addition_max,number_subtraction_max,phrase_subtraction,exceptions
artificial_language_g0_252,"[1, 2, 3, 4, 5]","[6, 12, 25, 34, 48]","[31, 45]","[[[6, 12], 6], [[12, 25], 12], [[25, 34], 25], [[34, 48], 34], [[48, 100], 48]]","[[[6, 12], 3], [[12, 25], 12], [[25, 34], 25], [[34, 48], 34], [[48, 100], 48]]","[[[6, 12], 4]]",[],"[[6, [6, 12], '(1 * 6)'], [12, [12, 25], '(1 * 12)'], [25, [25, 34], '(1 * 25)'], [34, [34, 48], '(1 * 34)'], [48, [48, 49], '(1 * 48)']]"
artificial_language_g0_253,[1],"[2, 4, 40, 46, 61]",[],"[[[2, 4], 2], [[4, 40], 4], [[40, 46], 40], [[46, 61], 46], [[61, 100], 61]]","[[[2, 4], 1], [[4, 40], 4], [[40, 46], 40], [[46, 61], 46], [[61, 100], 61]]","[[[2, 4], 2]]",[],[]
artificial_language_g0_254,"[1, 2, 3, 4, 5]","[6, 66]","[53, 76]","[[[6, 66], 6], [[66, 100], 66]]","[[[6, 66], 6], [[66, 100], 66]]",[],[],[]
artificial_language_g0_255,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[20, 40, 43, 60]",[36],"[[[20, 40], 20], [[40, 43], 40], [[43, 60], 43], [[60, 100], 60]]","[[[20, 40], 1], [[40, 43], 40], [[43, 60], 43], [[60, 100], 60]]","[[[20, 40], 20]]",[],"[[20, [20, 40], '(1 * 20)'], [40, [40, 43], '(1 * 40)'], [43, [43, 60], '(1 * 43)'], [60, [60, 61], '(1 * 60)']]"
artificial_language_g0_256,[1],"[2, 41, 56, 99]",[90],"[[[2, 41], 2], [[41, 56], 41], [[56, 99], 56], [[99, 100], 99]]","[[[2, 41], 2], [[41, 56], 41], [[56, 99], 56], [[99, 100], 99]]",[],[],[]
artificial_language_g0_257,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",[21],"[32, 45, 61, 88]","[[[21, 100], 21]]","[[[21, 100], 21]]",[],[],"[[21, [21, 22], '(1 * 21)']]"
artificial_language_g0_258,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[11, 12, 16, 32, 48]",[],"[[[11, 12], 11], [[12, 16], 12], [[16, 32], 16], [[32, 48], 32], [[48, 100], 48]]","[[[11, 12], 11], [[12, 16], 12], [[16, 32], 16], [[32, 48], 32], [[48, 100], 48]]",[],[],[]
artificial_language_g0_259,"[1, 2, 3, 4, 5, 6, 7, 8]","[9, 36, 89]","[11, 16]","[[[9, 36], 9], [[36, 89], 36], [[89, 100], 89]]","[[[9, 36], 9], [[36, 89], 36], [[89, 100], 89]]",[],[],[]
artificial_language_g0_260,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[15, 70, 76, 87]",[28],"[[[15, 70], 15], [[70, 76], 70], [[76, 87], 76], [[87, 100], 87]]","[[[15, 70], 15], [[70, 76], 70], [[76, 87], 76], [[87, 100], 87]]",[],[],[]
artificial_language_g0_261,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[12, 24]","[31, 85]","[[[12, 24], 12], [[24, 100], 24]]","[[[12, 24], 6], [[24, 100], 24]]","[[[12, 24], 7]]",[],[]
artificial_language_g0_262,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[16, 32, 66, 78, 88]","[18, 59]","[[[16, 32], 16], [[32, 66], 32], [[66, 78], 66], [[78, 88], 78], [[88, 100], 88]]","[[[16, 32], 16], [[32, 66], 32], [[66, 78], 66], [[78, 88], 78], [[88, 100], 88]]",[],[],"[[16, [16, 32], '(1 * 16)'], [32, [32, 66], '(1 * 32)'], [66, [66, 78], '(1 * 66)'], [78, [78, 88], '(1 * 78)'], [88, [88, 89], '(1 * 88)']]"
artificial_language_g0_263,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[21, 23, 55]",[],"[[[21, 23], 21], [[23, 55], 23], [[55, 100], 55]]","[[[21, 23], 21], [[23, 55], 23], [[55, 100], 55]]",[],[],"[[21, [21, 23], '(1 * 21)'], [23, [23, 55], '(1 * 23)'], [55, [55, 56], '(1 * 55)']]"
artificial_language_g0_264,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",[10],"[22, 50, 58, 76, 98]","[[[10, 100], 10]]","[[[10, 100], 10]]",[],[],[]
artificial_language_g0_265,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[14, 28, 69]","[67, 74, 88]","[[[14, 28], 14], [[28, 69], 28], [[69, 100], 69]]","[[[14, 28], 6], [[28, 69], 28], [[69, 100], 69]]","[[[14, 28], 9]]",[],"[[14, [14, 28], '(1 * 14)'], [28, [28, 69], '(1 * 28)'], [69, [69, 70], '(1 * 69)']]"
artificial_language_g0_266,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[20, 87]","[69, 97]","[[[20, 87], 20], [[87, 100], 87]]","[[[20, 87], 20], [[87, 100], 87]]",[],[],[]
artificial_language_g0_267,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[11, 17, 46, 90, 92]",[14],"[[[11, 17], 11], [[17, 46], 17], [[46, 90], 46], [[90, 92], 90], [[92, 100], 92]]","[[[11, 17], 11], [[17, 46], 17], [[46, 90], 46], [[90, 92], 90], [[92, 100], 92]]",[],[],"[[11, [11, 17], '(1 * 11)'], [17, [17, 46], '(1 * 17)'], [46, [46, 90], '(1 * 46)'], [90, [90, 92], '(1 * 90)'], [92, [92, 93], '(1 * 92)']]"
artificial_language_g0_268,"[1, 2, 3, 4, 5, 6]","[7, 26, 53, 55]",[31],"[[[7, 26], 7], [[26, 53], 26], [[53, 55], 53], [[55, 100], 55]]","[[[7, 26], 7], [[26, 53], 26], [[53, 55], 53], [[55, 100], 55]]",[],[],[]
artificial_language_g0_269,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[14, 28, 35]","[53, 55, 91]","[[[14, 28], 14], [[28, 35], 28], [[35, 100], 35]]","[[[14, 28], 2], [[28, 35], 28], [[35, 100], 35]]","[[[14, 28], 13]]",[],[]
artificial_language_g0_270,"[1, 2, 3, 4, 5, 6, 7, 8]","[9, 15, 84]","[14, 54, 61, 63]","[[[9, 15], 9], [[15, 84], 15], [[84, 100], 84]]","[[[9, 15], 9], [[15, 84], 15], [[84, 100], 84]]",[],[],[]
artificial_language_g0_271,"[1, 2, 3, 4, 5, 6]",[7],"[22, 23, 50, 51, 71]","[[[7, 100], 7]]","[[[7, 100], 7]]",[],[],"[[7, [7, 8], '(1 * 7)']]"
artificial_language_g0_272,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[21, 51]",[],"[[[21, 51], 21], [[51, 100], 51]]","[[[21, 51], 21], [[51, 100], 51]]",[],[],"[[21, [21, 51], '(1 * 21)'], [51, [51, 52], '(1 * 51)']]"
artificial_language_g0_273,"[1, 2, 3, 4, 5, 6, 7]","[8, 11, 71, 87]","[58, 64, 93]","[[[8, 11], 8], [[11, 71], 11], [[71, 87], 71], [[87, 100], 87]]","[[[8, 11], 8], [[11, 71], 11], [[71, 87], 71], [[87, 100], 87]]",[],[],[]
artificial_language_g0_274,"[1, 2, 3, 4, 5, 6, 7]","[8, 17, 79, 93]",[],"[[[8, 17], 8], [[17, 79], 17], [[79, 93], 79], [[93, 100], 93]]","[[[8, 17], 8], [[17, 79], 17], [[79, 93], 79], [[93, 100], 93]]",[],[],"[[8, [8, 17], '(1 * 8)'], [17, [17, 79], '(1 * 17)'], [79, [79, 93], '(1 * 79)'], [93, [93, 94], '(1 * 93)']]"
artificial_language_g0_275,"[1, 2, 3, 4, 5]",[6],"[10, 16, 28, 56, 62]","[[[6, 100], 6]]","[[[6, 100], 6]]",[],[],"[[6, [6, 7], '(1 * 6)']]"
artificial_language_g0_276,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",[19],[],"[[[19, 100], 19]]","[[[19, 100], 19]]",[],[],[]
artificial_language_g0_277,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[16, 32, 72, 98]","[27, 33, 45, 79]","[[[16, 32], 16], [[32, 72], 32], [[72, 98], 72], [[98, 100], 98]]","[[[16, 32], 1], [[32, 72], 32], [[72, 98], 72], [[98, 100], 98]]","[[[16, 32], 16]]",[],[]
artificial_language_g0_278,[1],"[2, 26, 48, 66]","[22, 73, 77]","[[[2, 26], 2], [[26, 48], 26], [[48, 66], 48], [[66, 100], 66]]","[[[2, 26], 2], [[26, 48], 26], [[48, 66], 48], [[66, 100], 66]]",[],[],[]
artificial_language_g0_279,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",[11],"[43, 98]","[[[11, 100], 11]]","[[[11, 100], 11]]",[],[],"[[11, [11, 12], '(1 * 11)']]"
artificial_language_g0_280,"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[10, 20, 49]",[],"[[[10, 20], 10], [[20, 49], 20], [[49, 100], 49]]","[[[10, 20], 4], [[20, 49], 20], [[49, 100], 49]]","[[[10, 20], 7]]",[],[]
artificial_language_g0_281,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[18, 36, 58, 95]",[79],"[[[18, 36], 18], [[36, 58], 36], [[58, 95], 58], [[95, 100], 95]]","[[[18, 36], 2], [[36, 58], 36], [[58, 95], 58], [[95, 100], 95]]","[[[18, 36], 17]]",[],[]
artificial_language_g0_282,"[1, 2, 3, 4, 5]","[6, 9]","[22, 27, 50, 54, 82]","[[[6, 9], 6], [[9, 100], 9]]","[[[6, 9], 6], [[9, 100], 9]]",[],[],[]
artificial_language_g0_283,"[1, 2]","[3, 6, 17, 97]","[28, 37, 55]","[[[3, 6], 3], [[6, 17], 6], [[17, 97], 17], [[97, 100], 97]]","[[[3, 6], 2], [[6, 17], 6], [[17, 97], 17], [[97, 100], 97]]","[[[3, 6], 2]]",[],[]
artificial_language_g0_284,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[21, 57, 78]","[26, 32, 51, 91, 93]","[[[21, 57], 21], [[57, 78], 57], [[78, 100], 78]]","[[[21, 57], 21], [[57, 78], 57], [[78, 100], 78]]",[],[],"[[21, [21, 57], '(1 * 21)'], [57, [57, 78], '(1 * 57)'], [78, [78, 79], '(1 * 78)']]"
artificial_language_g0_285,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[13, 64, 82]","[28, 57, 73]","[[[13, 64], 13], [[64, 82], 64], [[82, 100], 82]]","[[[13, 64], 13], [[64, 82], 64], [[82, 100], 82]]",[],[],[]
artificial_language_g0_286,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[20, 82]",[],"[[[20, 82], 20], [[82, 100], 82]]","[[[20, 82], 20], [[82, 100], 82]]",[],[],"[[20, [20, 82], '(1 * 20)'], [82, [82, 83], '(1 * 82)']]"
artificial_language_g0_287,"[1, 2]",[3],[29],"[[[3, 100], 3]]","[[[3, 100], 3]]",[],[],"[[3, [3, 4], '(1 * 3)']]"
artificial_language_g0_288,"[1, 2, 3]","[4, 95]",[82],"[[[4, 95], 4], [[95, 100], 95]]","[[[4, 95], 4], [[95, 100], 95]]",[],[],[]
artificial_language_g0_289,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[18, 77, 83, 84]",[59],"[[[18, 77], 18], [[77, 83], 77], [[83, 84], 83], [[84, 100], 84]]","[[[18, 77], 18], [[77, 83], 77], [[83, 84], 83], [[84, 100], 84]]",[],[],[]
artificial_language_g0_290,[1],"[2, 4, 17, 40, 49]",[83],"[[[2, 4], 2], [[4, 17], 4], [[17, 40], 17], [[40, 49], 40], [[49, 100], 49]]","[[[2, 4], 1], [[4, 17], 4], [[17, 40], 17], [[40, 49], 40], [[49, 100], 49]]","[[[2, 4], 2]]",[],"[[2, [2, 4], '(1 * 2)'], [4, [4, 17], '(1 * 4)'], [17, [17, 40], '(1 * 17)'], [40, [40, 49], '(1 * 40)'], [49, [49, 50], '(1 * 49)']]"
artificial_language_g0_291,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[18, 56, 66]","[63, 68]","[[[18, 56], 18], [[56, 66], 56], [[66, 100], 66]]","[[[18, 56], 18], [[56, 66], 56], [[66, 100], 66]]",[],[],[]
artificial_language_g0_292,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[12, 24]",[],"[[[12, 24], 12], [[24, 100], 24]]","[[[12, 24], 8], [[24, 100], 24]]","[[[12, 24], 5]]",[],[]
artificial_language_g0_293,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[15, 26, 45, 84]","[29, 30, 77]","[[[15, 26], 15], [[26, 45], 26], [[45, 84], 45], [[84, 100], 84]]","[[[15, 26], 15], [[26, 45], 26], [[45, 84], 45], [[84, 100], 84]]",[],[],[]
artificial_language_g0_294,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[15, 30, 68]","[34, 57, 62, 63, 96]","[[[15, 30], 15], [[30, 68], 30], [[68, 100], 68]]","[[[15, 30], 3], [[30, 68], 30], [[68, 100], 68]]","[[[15, 30], 13]]",[],[]
artificial_language_g0_295,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]","[17, 18, 50]","[33, 38, 52, 77, 94]","[[[17, 18], 17], [[18, 50], 18], [[50, 100], 50]]","[[[17, 18], 17], [[18, 50], 18], [[50, 100], 50]]",[],[],[]
artificial_language_g0_296,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[16, 52, 89, 91]","[70, 94]","[[[16, 52], 16], [[52, 89], 52], [[89, 91], 89], [[91, 100], 91]]","[[[16, 52], 16], [[52, 89], 52], [[89, 91], 89], [[91, 100], 91]]",[],[],"[[16, [16, 52], '(1 * 16)'], [52, [52, 89], '(1 * 52)'], [89, [89, 91], '(1 * 89)'], [91, [91, 92], '(1 * 91)']]"
artificial_language_g0_297,"[1, 2, 3, 4]","[5, 10, 13, 45, 82]","[17, 63, 84]","[[[5, 10], 5], [[10, 13], 10], [[13, 45], 13], [[45, 82], 45], [[82, 100], 82]]","[[[5, 10], 4], [[10, 13], 10], [[13, 45], 13], [[45, 82], 45], [[82, 100], 82]]","[[[5, 10], 2]]",[],[]
artificial_language_g0_298,"[1, 2, 3, 4]","[5, 10, 24, 47]","[9, 14, 48]","[[[5, 10], 5], [[10, 24], 10], [[24, 47], 24], [[47, 100], 47]]","[[[5, 10], 4], [[10, 24], 10], [[24, 47], 24], [[47, 100], 47]]","[[[5, 10], 2]]",[],[]
artificial_language_g0_299,[1],"[2, 4, 72, 79, 84]",[65],"[[[2, 4], 2], [[4, 72], 4], [[72, 79], 72], [[79, 84], 79], [[84, 100], 84]]","[[[2, 4], 1], [[4, 72], 4], [[72, 79], 72], [[79, 84], 79], [[84, 100], 84]]","[[[2, 4], 2]]",[],[]
