language,digits,bases,monomorphemics,curr_bases,number_addition_max,number_subtraction_max,phrase_subtraction,exceptions
artificial_language_g0_266,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]","[17, 34, 49, 84]","[39, 44, 68, 72]","[[[17, 34], 17], [[34, 49], 34], [[49, 84], 49], [[84, 100], 84]]","[[[17, 34], 14], [[34, 49], 34], [[49, 84], 49], [[84, 100], 84]]","[[[17, 34], 4]]",[],"[[17, [17, 34], '(1 * 17)'], [34, [34, 49], '(1 * 34)'], [49, [49, 84], '(1 * 49)'], [84, [84, 85], '(1 * 84)']]"
artificial_language_g0_267,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[11, 22, 34, 95]","[28, 44, 80]","[[[11, 22], 11], [[22, 34], 22], [[34, 95], 34], [[95, 100], 95]]","[[[11, 22], 2], [[22, 34], 22], [[34, 95], 34], [[95, 100], 95]]","[[[11, 22], 10]]",[],[]
artificial_language_g0_268,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[14, 48, 97, 98]","[41, 49, 57, 59, 72]","[[[14, 48], 14], [[48, 97], 48], [[97, 98], 97], [[98, 100], 98]]","[[[14, 48], 14], [[48, 97], 48], [[97, 98], 97], [[98, 100], 98]]",[],[],"[[14, [14, 48], '(1 * 14)'], [48, [48, 97], '(1 * 48)'], [97, [97, 98], '(1 * 97)'], [98, [98, 99], '(1 * 98)']]"
artificial_language_g0_269,"[1, 2, 3, 4, 5, 6, 7, 8]","[9, 18]",[],"[[[9, 18], 9], [[18, 100], 18]]","[[[9, 18], 3], [[18, 100], 18]]","[[[9, 18], 7]]",[],[]
artificial_language_g0_270,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[21, 42, 72]","[47, 64]","[[[21, 42], 21], [[42, 72], 42], [[72, 100], 72]]","[[[21, 42], 12], [[42, 72], 42], [[72, 100], 72]]","[[[21, 42], 10]]",[],"[[21, [21, 42], '(1 * 21)'], [42, [42, 72], '(1 * 42)'], [72, [72, 73], '(1 * 72)']]"
artificial_language_g0_271,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",[14],[61],"[[[14, 100], 14]]","[[[14, 100], 14]]",[],[],[]
artificial_language_g0_272,"[1, 2, 3, 4, 5, 6, 7]","[8, 16, 18, 30, 57]",[],"[[[8, 16], 8], [[16, 18], 16], [[18, 30], 18], [[30, 57], 30], [[57, 100], 57]]","[[[8, 16], 7], [[16, 18], 16], [[18, 30], 18], [[30, 57], 30], [[57, 100], 57]]","[[[8, 16], 2]]",[],[]
artificial_language_g0_273,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[16, 32, 37, 57]","[28, 29]","[[[16, 32], 16], [[32, 37], 32], [[37, 57], 37], [[57, 100], 57]]","[[[16, 32], 11], [[32, 37], 32], [[37, 57], 37], [[57, 100], 57]]","[[[16, 32], 6]]",[],"[[16, [16, 32], '(1 * 16)'], [32, [32, 37], '(1 * 32)'], [37, [37, 57], '(1 * 37)'], [57, [57, 58], '(1 * 57)']]"
artificial_language_g0_274,"[1, 2, 3, 4, 5, 6, 7]","[8, 16]",[26],"[[[8, 16], 8], [[16, 100], 16]]","[[[8, 16], 1], [[16, 100], 16]]","[[[8, 16], 8]]",[],"[[8, [8, 16], '(1 * 8)'], [16, [16, 17], '(1 * 16)']]"
artificial_language_g0_275,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",[15],[],"[[[15, 100], 15]]","[[[15, 100], 15]]",[],[],[]
artificial_language_g0_276,"[1, 2, 3]","[4, 17, 97]",[],"[[[4, 17], 4], [[17, 97], 17], [[97, 100], 97]]","[[[4, 17], 4], [[17, 97], 17], [[97, 100], 97]]",[],[],[]
artificial_language_g0_277,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[13, 36, 72]","[24, 53, 59]","[[[13, 36], 13], [[36, 72], 36], [[72, 100], 72]]","[[[13, 36], 13], [[36, 72], 36], [[72, 100], 72]]",[],[],"[[13, [13, 36], '(1 * 13)'], [36, [36, 72], '(1 * 36)'], [72, [72, 73], '(1 * 72)']]"
artificial_language_g0_278,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]","[17, 98]",[25],"[[[17, 98], 17], [[98, 100], 98]]","[[[17, 98], 17], [[98, 100], 98]]",[],[],[]
artificial_language_g0_279,"[1, 2]","[3, 6, 41]","[6, 26, 83, 87]","[[[3, 6], 3], [[6, 41], 6], [[41, 100], 41]]","[[[3, 6], 1], [[6, 41], 6], [[41, 100], 41]]","[[[3, 6], 3]]",[],[]
artificial_language_g0_280,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[16, 32]","[25, 33, 49, 71, 73]","[[[16, 32], 16], [[32, 100], 32]]","[[[16, 32], 3], [[32, 100], 32]]","[[[16, 32], 14]]",[],"[[16, [16, 32], '(1 * 16)'], [32, [32, 33], '(1 * 32)']]"
artificial_language_g0_281,"[1, 2, 3, 4, 5, 6, 7, 8]","[9, 49]","[20, 56]","[[[9, 49], 9], [[49, 100], 49]]","[[[9, 49], 9], [[49, 100], 49]]",[],[],[]
artificial_language_g0_282,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[19, 71, 92]",[],"[[[19, 71], 19], [[71, 92], 71], [[92, 100], 92]]","[[[19, 71], 19], [[71, 92], 71], [[92, 100], 92]]",[],[],[]
artificial_language_g0_283,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[15, 30, 31, 65, 80]",[],"[[[15, 30], 15], [[30, 31], 30], [[31, 65], 31], [[65, 80], 65], [[80, 100], 80]]","[[[15, 30], 7], [[30, 31], 30], [[31, 65], 31], [[65, 80], 65], [[80, 100], 80]]","[[[15, 30], 9]]",[],[]
artificial_language_g0_284,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[18, 26]",[],"[[[18, 26], 18], [[26, 100], 26]]","[[[18, 26], 18], [[26, 100], 26]]",[],[],[]
artificial_language_g0_285,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",[12],"[28, 67, 75, 80, 81]","[[[12, 100], 12]]","[[[12, 100], 12]]",[],[],[]
artificial_language_g0_286,"[1, 2, 3, 4]","[5, 22]","[7, 9, 11, 56, 63]","[[[5, 22], 5], [[22, 100], 22]]","[[[5, 22], 5], [[22, 100], 22]]",[],[],[]
artificial_language_g0_287,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[12, 35, 90]","[36, 41, 42, 52]","[[[12, 35], 12], [[35, 90], 35], [[90, 100], 90]]","[[[12, 35], 12], [[35, 90], 35], [[90, 100], 90]]",[],[],[]
artificial_language_g0_288,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[18, 36, 39]","[83, 92]","[[[18, 36], 18], [[36, 39], 36], [[39, 100], 39]]","[[[18, 36], 14], [[36, 39], 36], [[39, 100], 39]]","[[[18, 36], 5]]",[],[]
artificial_language_g0_289,"[1, 2, 3, 4, 5, 6, 7, 8]","[9, 28, 61, 72, 78]","[80, 89]","[[[9, 28], 9], [[28, 61], 28], [[61, 72], 61], [[72, 78], 72], [[78, 100], 78]]","[[[9, 28], 9], [[28, 61], 28], [[61, 72], 61], [[72, 78], 72], [[78, 100], 78]]",[],[],[]
artificial_language_g0_290,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",[13],[],"[[[13, 100], 13]]","[[[13, 100], 13]]",[],[],[]
artificial_language_g0_291,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[13, 43]","[22, 80]","[[[13, 43], 13], [[43, 100], 43]]","[[[13, 43], 13], [[43, 100], 43]]",[],[],[]
artificial_language_g0_292,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[19, 38, 54]",[],"[[[19, 38], 19], [[38, 54], 38], [[54, 100], 54]]","[[[19, 38], 11], [[38, 54], 38], [[54, 100], 54]]","[[[19, 38], 9]]",[],[]
artificial_language_g0_293,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[13, 26, 32, 56]",[58],"[[[13, 26], 13], [[26, 32], 26], [[32, 56], 32], [[56, 100], 56]]","[[[13, 26], 10], [[26, 32], 26], [[32, 56], 32], [[56, 100], 56]]","[[[13, 26], 4]]",[],[]
artificial_language_g0_294,[1],"[2, 4]","[17, 71, 73, 91]","[[[2, 4], 2], [[4, 100], 4]]","[[[2, 4], 1], [[4, 100], 4]]","[[[2, 4], 2]]",[],[]
artificial_language_g0_295,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[18, 43]","[26, 55, 89, 91]","[[[18, 43], 18], [[43, 100], 43]]","[[[18, 43], 18], [[43, 100], 43]]",[],[],[]
artificial_language_g0_296,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]","[17, 35, 49, 89, 94]",[],"[[[17, 35], 17], [[35, 49], 35], [[49, 89], 49], [[89, 94], 89], [[94, 100], 94]]","[[[17, 35], 17], [[35, 49], 35], [[49, 89], 49], [[89, 94], 89], [[94, 100], 94]]",[],[],"[[17, [17, 35], '(1 * 17)'], [35, [35, 49], '(1 * 35)'], [49, [49, 89], '(1 * 49)'], [89, [89, 94], '(1 * 89)'], [94, [94, 95], '(1 * 94)']]"
artificial_language_g0_297,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[20, 31, 89]","[58, 90, 92]","[[[20, 31], 20], [[31, 89], 31], [[89, 100], 89]]","[[[20, 31], 20], [[31, 89], 31], [[89, 100], 89]]",[],[],"[[20, [20, 31], '(1 * 20)'], [31, [31, 89], '(1 * 31)'], [89, [89, 90], '(1 * 89)']]"
artificial_language_g0_298,"[1, 2, 3, 4, 5, 6, 7]","[8, 16, 32]","[18, 64, 79, 97]","[[[8, 16], 8], [[16, 32], 16], [[32, 100], 32]]","[[[8, 16], 5], [[16, 32], 16], [[32, 100], 32]]","[[[8, 16], 4]]",[],[]
artificial_language_g0_299,"[1, 2, 3, 4, 5, 6, 7, 8]","[9, 47, 57, 90]",[],"[[[9, 47], 9], [[47, 57], 47], [[57, 90], 57], [[90, 100], 90]]","[[[9, 47], 9], [[47, 57], 47], [[57, 90], 57], [[90, 100], 90]]",[],[],[]
